ts,px,py,depth_m,X,Y,Z,relX,relY,relZ,started
1754984828.5862398,348,224,0.3700000047683716,0.03478409722447395,-0.024256104603409767,0.3700000047683716,-0.000925213098526001,8.194707334041595e-05,-0.0012499988079071045,1
1754984828.6277585,349,223,0.3712500035762787,0.035709310322999954,-0.025146372616291046,0.3712500035762787,0.0,-0.000808320939540863,0.0,1
1754984828.6514676,349,223,0.3712500035762787,0.035709310322999954,-0.025146372616291046,0.3712500035762787,0.0,-0.000808320939540863,0.0,1
1754984828.689058,349,223,0.3707500100135803,0.03566122055053711,-0.02511250600218773,0.3707500100135803,-4.808977246284485e-05,-0.0007744543254375458,-0.0004999935626983643,1
1754984828.7200987,349,223,0.3710000216960907,0.03568526729941368,-0.025129441171884537,0.3710000216960907,-2.4043023586273193e-05,-0.0007913894951343536,-0.0002499818801879883,1
1754984828.7632868,349,224,0.3710000216960907,0.03568526729941368,-0.02432166412472725,0.3710000216960907,-2.4043023586273193e-05,1.638755202293396e-05,-0.0002499818801879883,1
1754984828.8318322,349,223,0.3700000047683716,0.035589080303907394,-0.025061706081032753,0.3700000047683716,-0.00012023001909255981,-0.0007236544042825699,-0.0012499988079071045,1
1754984828.8667603,350,222,0.37050002813339233,0.03644324466586113,-0.025902260094881058,0.37050002813339233,0.0007339343428611755,-0.0015642084181308746,-0.0007499754428863525,1
1754984828.8829668,351,223,0.3712500035762787,0.03732471540570259,-0.025146372616291046,0.3712500035762787,0.0016154050827026367,-0.000808320939540863,0.0,1
1754984828.925073,350,223,0.37050002813339233,0.03644324466586113,-0.02509557455778122,0.37050002813339233,0.0007339343428611755,-0.0007575228810310364,-0.0007499754428863525,1
1754984828.962709,350,224,0.37050002813339233,0.03644324466586113,-0.024288885295391083,0.37050002813339233,0.0007339343428611755,4.916638135910034e-05,-0.0007499754428863525,1
1754984829.0044827,349,226,0.3722500205039978,0.03580550104379654,-0.022782612591981888,0.3722500205039978,9.619072079658508e-05,0.0015554390847682953,0.0010000169277191162,1
1754984829.0259635,348,227,0.37150001525878906,0.03492511436343193,-0.0219278447329998,0.37150001525878906,-0.0007841959595680237,0.0024102069437503815,0.000250011682510376,1
1754984829.0573266,347,229,0.3720000088214874,0.03416278213262558,-0.02033744752407074,0.3720000088214874,-0.0015465281903743744,0.004000604152679443,0.0007500052452087402,1
1754984829.0888522,345,231,0.37300002574920654,0.03263159841299057,-0.018767856061458588,0.37300002574920654,-0.003077711910009384,0.0055701956152915955,0.0017500221729278564,1
1754984829.1289272,342,233,0.37325000762939453,0.030217304825782776,-0.017155081033706665,0.37325000762939453,-0.005492005497217178,0.007182970643043518,0.0020000040531158447,1
1754984829.1981301,340,235,0.3765000104904175,0.02884216420352459,-0.015664951875805855,0.3765000104904175,-0.006867146119475365,0.008673099800944328,0.005250006914138794,1
1754984829.2087533,337,239,0.3777500092983246,0.026472387835383415,-0.012427065521478653,0.3777500092983246,-0.009236922487616539,0.01191098615527153,0.0065000057220458984,1
1754984829.245984,330,242,0.37975001335144043,0.020829174667596817,-0.010012375190854073,0.37975001335144043,-0.014880135655403137,0.01432567648589611,0.008500009775161743,1
1754984829.2598827,326,245,0.382500022649765,0.01765129715204239,-0.007586433086544275,0.382500022649765,-0.018058013170957565,0.016751618590205908,0.011250019073486328,1
1754984829.2945182,320,247,0.3855000138282776,0.012757501564919949,-0.0059672389179468155,0.3855000138282776,-0.022951808758080006,0.018370812758803368,0.014250010251998901,1
1754984829.332089,313,248,0.3890000283718109,0.006949085742235184,-0.0051744477823376656,0.3890000283718109,-0.02876022458076477,0.019163603894412518,0.017750024795532227,1
1754984829.3638656,306,246,0.3927500247955322,0.0010347209172323346,-0.006934596691280603,0.3927500247955322,-0.03467458940576762,0.01740345498546958,0.02150002121925354,1
1754984829.3827636,299,241,0.3957500159740448,-0.004984418395906687,-0.011295891366899014,0.3957500159740448,-0.04069372871890664,0.01304216030985117,0.024500012397766113,1
1754984829.4146738,294,234,0.3985000252723694,-0.00935399904847145,-0.017447954043745995,0.3985000252723694,-0.045063309371471405,0.0068900976330041885,0.027250021696090698,1
1754984829.462036,290,225,0.40050002932548523,-0.012886306270956993,-0.025383587926626205,0.40050002932548523,-0.04859561659395695,-0.0010455362498760223,0.029250025749206543,1
1754984829.4941475,287,218,0.4012500047683716,-0.015529354102909565,-0.03154660388827324,0.4012500047683716,-0.05123866442590952,-0.007208552211523056,0.030000001192092896,1
1754984829.525479,286,208,0.3997500240802765,-0.016341010108590126,-0.040132418274879456,0.3997500240802765,-0.05205032043159008,-0.015794366598129272,0.028500020503997803,1
1754984829.557566,288,199,0.4000000059604645,-0.01461072452366352,-0.047995783388614655,0.4000000059604645,-0.050320034846663475,-0.02365773171186447,0.02875000238418579,1
1754984829.589186,292,190,0.39900001883506775,-0.011101890355348587,-0.055694468319416046,0.39900001883506775,-0.04681120067834854,-0.03135641664266586,0.027750015258789062,1
1754984829.6209612,297,182,0.3957500159740448,-0.006706430111080408,-0.06213413551449776,0.3957500159740448,-0.04241574043408036,-0.037796083837747574,0.024500012397766113,1
1754984829.6527927,306,172,0.39225003123283386,0.0010334036778658628,-0.07012507319450378,0.39225003123283386,-0.03467590664513409,-0.0457870215177536,0.021000027656555176,1
1754984829.6843448,315,168,0.38700002431869507,0.008597295731306076,-0.07255695015192032,0.38700002431869507,-0.027112014591693878,-0.048218898475170135,0.015750020742416382,1
1754984829.7265606,326,166,0.382500022649765,0.01765129715204239,-0.07337889820337296,0.382500022649765,-0.018058013170957565,-0.04904084652662277,0.011250019073486328,1
1754984829.7499537,338,164,0.3785000145435333,0.02734842523932457,-0.07425974309444427,0.3785000145435333,-0.008360885083675385,-0.04992169141769409,0.007250010967254639,1
1754984829.7803557,349,164,0.3735000193119049,0.0359257347881794,-0.0732787698507309,0.3735000193119049,0.00021642446517944336,-0.04894071817398071,0.0022500157356262207,1
1754984829.826151,361,168,0.3687500059604645,0.0450960136950016,-0.06913533806800842,0.3687500059604645,0.009386703372001648,-0.04479728639125824,-0.002499997615814209,1
