ts,px,py,depth_m,X,Y,Z,relX,relY,relZ,started
1754987857.372895,152,235,0.3890000283718109,-0.1293085366487503,-0.016185037791728973,0.3890000283718109,-0.0024574995040893555,0.0008579138666391373,-0.0002499818801879883,1
1754987857.4032822,150,235,0.3865000307559967,-0.13015925884246826,-0.01608102023601532,0.3865000307559967,-0.003308221697807312,0.0009619314223527908,-0.0027499794960021973,1
1754987857.4444366,152,232,0.38750001788139343,-0.12880991399288177,-0.018653733655810356,0.38750001788139343,-0.001958876848220825,-0.0016107819974422455,-0.0017499923706054688,1
1754987857.5047054,152,232,0.38850000500679016,-0.12914231419563293,-0.01870187185704708,0.38850000500679016,-0.002291277050971985,-0.0016589201986789703,-0.0007500052452087402,1
1754987857.5313485,150,229,0.38625001907348633,-0.13007506728172302,-0.021116504445672035,0.38625001907348633,-0.0032240301370620728,-0.0040735527873039246,-0.0029999911785125732,1
1754987857.5445535,149,231,0.38625001907348633,-0.13091540336608887,-0.019434543326497078,0.38625001907348633,-0.0040643662214279175,-0.0023915916681289673,-0.0029999911785125732,1
1754987857.573051,148,232,0.3865000307559967,-0.1318410336971283,-0.01860559545457363,0.3865000307559967,-0.004989996552467346,-0.0015626437962055206,-0.0027499794960021973,1
1754987857.598728,146,233,0.38700002431869507,-0.13369551301002502,-0.01778705045580864,0.38700002431869507,-0.006844475865364075,-0.0007440987974405289,-0.002249985933303833,1
1754987857.6447492,143,240,0.39350003004074097,-0.1385093778371811,-0.012088436633348465,0.39350003004074097,-0.011658340692520142,0.004954515025019646,0.004250019788742065,1
1754987857.676786,145,231,0.38725000619888306,-0.1346243917942047,-0.019484857097268105,0.38725000619888306,-0.007773354649543762,-0.002441905438899994,-0.0020000040531158447,1
1754987857.7120204,143,232,0.3865000307559967,-0.1360454261302948,-0.01860559545457363,0.3865000307559967,-0.00919438898563385,-0.0015626437962055206,-0.0027499794960021973,1
1754987857.7447414,121,259,0.5610000491142273,-0.2243199199438095,0.005973719991743565,0.5610000491142273,-0.09746888279914856,0.023016671650111675,0.1717500388622284,1
1754987857.7683928,144,235,0.3890000283718109,-0.1360790878534317,-0.016185037791728973,0.3890000283718109,-0.009228050708770752,0.0008579138666391373,-0.0002499818801879883,1
1754987857.809492,142,236,0.3880000114440918,-0.13741756975650787,-0.015298639424145222,0.3880000114440918,-0.010566532611846924,0.001744312234222889,-0.0012499988079071045,1
1754987857.8449447,141,238,0.3882500231266022,-0.13835079967975616,-0.01361782569438219,0.3882500231266022,-0.011499762535095215,0.00342512596398592,-0.0009999871253967285,1
1754987857.867274,129,253,0.39500001072883606,-0.15106861293315887,-0.0009540981845930219,0.39500001072883606,-0.024217575788497925,0.01608885347377509,0.005750000476837158,1
1754987857.9032762,139,254,0.3930000066757202,-0.14175347983837128,-9.358973329653963e-05,0.3930000066757202,-0.014902442693710327,0.01694936192507157,0.0037499964237213135,1
1754987857.9354384,137,253,0.3890000283718109,-0.14200334250926971,-0.0009396056411787868,0.3890000283718109,-0.015152305364608765,0.016103346017189324,-0.0002499818801879883,1
1754987857.9812875,139,262,0.39225003123283386,-0.14148296415805817,0.006738945841789246,0.39225003123283386,-0.014631927013397217,0.023781897500157356,0.003000020980834961,1
