ts,px,py,depth_m,X,Y,Z,relX,relY,relZ,started
1754981069.5290952,403,238,0.30250000953674316,0.06463541835546494,-0.010610152967274189,0.30250000953674316,0.03559067100286484,-0.03583127725869417,-0.02950000762939453,1
1754981069.557067,403,238,0.30275002121925354,0.06468883901834488,-0.010618922300636768,0.30275002121925354,0.03564409166574478,-0.03584004659205675,-0.029249995946884155,1
1754981069.5920722,403,238,0.30275002121925354,0.06468883901834488,-0.010618922300636768,0.30275002121925354,0.03564409166574478,-0.03584004659205675,-0.029249995946884155,1
1754981069.6259556,404,240,0.30250000953674316,0.06529354304075241,-0.009292889386415482,0.30250000953674316,0.03624879568815231,-0.034514013677835464,-0.02950000762939453,1
1754981069.6579497,402,238,0.3022500276565552,0.06392441689968109,-0.010601385496556759,0.3022500276565552,0.034879669547080994,-0.03582250978797674,-0.02974998950958252,1
1754981069.6896718,402,238,0.3020000159740448,0.06387154012918472,-0.01059261616319418,0.3020000159740448,0.034826792776584625,-0.03581374045461416,-0.030000001192092896,1
1754981069.721726,399,237,0.30250000953674316,0.06200290098786354,-0.011268786154687405,0.30250000953674316,0.03295815363526344,-0.03648991044610739,-0.02950000762939453,1
1754981069.7534132,398,236,0.30250000953674316,0.06134477257728577,-0.011927418410778046,0.30250000953674316,0.03230002522468567,-0.03714854270219803,-0.02950000762939453,1
1754981069.7913432,396,234,0.30300000309944153,0.06012773513793945,-0.01326657459139824,0.30300000309944153,0.031082987785339355,-0.03848769888281822,-0.029000014066696167,1
1754981069.8170228,395,232,0.30400002002716064,0.059664785861968994,-0.014634155668318272,0.30400002002716064,0.030620038509368896,-0.039855279959738255,-0.02799999713897705,1
1754981069.8505464,395,231,0.30425000190734863,0.05971384793519974,-0.015308632515370846,0.30425000190734863,0.03066910058259964,-0.04052975680679083,-0.027750015258789062,1
1754981069.8806705,395,231,0.30400002002716064,0.059664785861968994,-0.01529605407267809,0.30400002002716064,0.030620038509368896,-0.04051717836409807,-0.02799999713897705,1
