ts,px,py,depth_m,X,Y,Z,relX,relY,relZ,started
1754987850.0567935,197,247,0.3985000252723694,-0.09345193952322006,-0.006168468855321407,0.3985000252723694,-0.0002931356430053711,0.0008455817587673664,0.0012499988079071045,1
1754987850.0731287,196,245,0.39650002121925354,-0.09384556114673615,-0.007864106446504593,0.39650002121925354,-0.0006867572665214539,-0.0008500558324158192,-0.0007500052452087402,1
1754987850.107948,196,246,0.39750000834465027,-0.09408224374055862,-0.007018464617431164,0.39750000834465027,-0.0009234398603439331,-4.4140033423900604e-06,0.0002499818801879883,1
1754987850.139948,196,246,0.3967500329017639,-0.09390473365783691,-0.007005222607403994,0.3967500329017639,-0.0007459297776222229,8.828006684780121e-06,-0.0004999935626983643,1
1754987850.1824944,196,247,0.398250013589859,-0.09425976127386093,-0.006164598744362593,0.398250013589859,-0.0011009573936462402,0.000849451869726181,0.0009999871253967285,1
1754987850.205868,196,247,0.39650002121925354,-0.09384556114673615,-0.006137510295957327,0.39650002121925354,-0.0006867572665214539,0.0008765403181314468,-0.0007500052452087402,1
1754987850.2523403,195,248,0.39625000953674316,-0.09464848041534424,-0.005270886234939098,0.39625000953674316,-0.0014896765351295471,0.0017431643791496754,-0.0010000169277191162,1
1754987850.2883484,196,249,0.3972500264644623,-0.09402307868003845,-0.004419257398694754,0.3972500264644623,-0.000864274799823761,0.00259479321539402,0.0,1
1754987850.3056798,197,250,0.4007500112056732,-0.09397958219051361,-0.003585641738027334,0.4007500112056732,-0.0008207783102989197,0.0034284088760614395,0.0034999847412109375,1
1754987850.353575,196,248,0.39775002002716064,-0.0941414162516594,-0.005290839355438948,0.39775002002716064,-0.0009826123714447021,0.001723211258649826,0.0004999935626983643,1
1754987850.3696625,196,248,0.3972500264644623,-0.09402307868003845,-0.005284188315272331,0.3972500264644623,-0.000864274799823761,0.0017298622988164425,0.0,1
1754987850.4015799,196,247,0.398250013589859,-0.09425976127386093,-0.006164598744362593,0.398250013589859,-0.0011009573936462402,0.000849451869726181,0.0009999871253967285,1
1754987850.449188,197,247,0.398000031709671,-0.09333468973636627,-0.006160729564726353,0.398000031709671,-0.0001758858561515808,0.000853321049362421,0.0007500052452087402,1
1754987850.4813237,198,246,0.3985000252723694,-0.09258495271205902,-0.007036121562123299,0.3985000252723694,0.0005738511681556702,-2.2070948034524918e-05,0.0012499988079071045,1
1754987850.5209823,199,245,0.39775002002716064,-0.09154534339904785,-0.007888898253440857,0.39775002002716064,0.0016134604811668396,-0.0008748476393520832,0.0004999935626983643,1
1754987850.54987,202,246,0.40050002932548523,-0.0895642638206482,-0.007071434520184994,0.40050002932548523,0.003594540059566498,-5.7383906096220016e-05,0.0032500028610229492,1
1754987850.5720308,203,245,0.3972500264644623,-0.08797319233417511,-0.007878981530666351,0.3972500264644623,0.005185611546039581,-0.0008649309165775776,0.0,1
1754987850.62208,205,245,0.39775002002716064,-0.08635319769382477,-0.007888898253440857,0.39775002002716064,0.006805606186389923,-0.0008748476393520832,0.0004999935626983643,1
1754987850.6498752,207,244,0.398250013589859,-0.08472885936498642,-0.008765923790633678,0.398250013589859,0.008429944515228271,-0.0017518731765449047,0.0009999871253967285,1
1754987850.687018,210,244,0.3992500305175781,-0.08233575522899628,-0.00878793466836214,0.3992500305175781,0.010823048651218414,-0.001773884054273367,0.0020000040531158447,1
1754987850.7216604,213,242,0.3992500305175781,-0.07972989231348038,-0.010526507161557674,0.3992500305175781,0.013428911566734314,-0.0035124565474689007,0.0020000040531158447,1
1754987850.738441,216,240,0.398250013589859,-0.07693085819482803,-0.012234357185661793,0.398250013589859,0.016227945685386658,-0.005220306571573019,0.0009999871253967285,1
1754987850.787761,221,239,0.3985000252723694,-0.0726442039012909,-0.013109691441059113,0.3985000252723694,0.020514599978923798,-0.006095640826970339,0.0012499988079071045,1
1754987850.8046124,225,239,0.39750000834465027,-0.0690026506781578,-0.01307679247111082,0.39750000834465027,0.024156153202056885,-0.006062741857022047,0.0002499818801879883,1
1754987850.8512764,229,238,0.39625000953674316,-0.06533728539943695,-0.013898423872888088,0.39625000953674316,0.02782151848077774,-0.0068843732587993145,-0.0010000169277191162,1
1754987850.8882024,233,238,0.39650002121925354,-0.06192795932292938,-0.013907193206250668,0.39650002121925354,0.03123084455728531,-0.006893142592161894,-0.0007500052452087402,1
1754987850.9045494,237,238,0.39475002884864807,-0.058219313621520996,-0.013845812529325485,0.39475002884864807,0.034939490258693695,-0.0068317619152367115,-0.002499997615814209,1
1754987850.9542546,242,238,0.39475002884864807,-0.05392516031861305,-0.013845812529325485,0.39475002884864807,0.03923364356160164,-0.0068317619152367115,-0.002499997615814209,1
1754987850.9709187,246,236,0.3930000066757202,-0.05026600882411003,-0.0154957864433527,0.3930000066757202,0.04289279505610466,-0.008481735829263926,-0.004250019788742065,1
1754987851.0041564,251,231,0.39375001192092896,-0.04607865959405899,-0.01981191150844097,0.39375001192092896,0.0470801442861557,-0.012797860894352198,-0.003500014543533325,1
1754987851.0370705,257,231,0.39350003004074097,-0.04091273993253708,-0.019799333065748215,0.39350003004074097,0.05224606394767761,-0.012785282451659441,-0.0037499964237213135,1
1754987851.0844667,261,230,0.39125001430511475,-0.037273939698934555,-0.02053798921406269,0.39125001430511475,0.055884864181280136,-0.013523938599973917,-0.006000012159347534,1
1754987851.103693,265,229,0.390500009059906,-0.03380415216088295,-0.021348852664232254,0.390500009059906,0.05935465171933174,-0.01433480205014348,-0.006750017404556274,1
