ts,px,py,depth_m,X,Y,Z,relX,relY,relZ,started
1754987854.0806177,316,249,0.38475000858306885,0.00938438531011343,-0.00428019929677248,0.38475000858306885,0.0017142272554337978,-0.0008556095417588949,0.0020000040531158447,1
1754987854.112036,314,247,0.38225001096725464,0.0076601384207606316,-0.005916931200772524,0.38225001096725464,-1.0019633919000626e-05,-0.002492341445758939,-0.0004999935626983643,1
1754987854.146683,313,246,0.38050001859664917,0.006797241512686014,-0.006718304008245468,0.38050001859664917,-0.000872916541993618,-0.003293714253231883,-0.002249985933303833,1
1754987854.18343,312,245,0.38200002908706665,0.005992946680635214,-0.00757651636376977,0.38200002908706665,-0.0016772113740444183,-0.004151926608756185,-0.0007499754428863525,1
1754987854.2114,312,243,0.3815000057220459,0.005985102150589228,-0.009227876551449299,0.3815000057220459,-0.0016850559040904045,-0.005803286796435714,-0.0012499988079071045,1
1754987854.2428253,312,242,0.38100001215934753,0.005977258086204529,-0.010045332834124565,0.38100001215934753,-0.0016928999684751034,-0.00662074307911098,-0.0017499923706054688,1
1754987854.2744493,312,239,0.38225001096725464,0.00599686847999692,-0.012575104832649231,0.38225001096725464,-0.0016732895746827126,-0.009150515077635646,-0.0004999935626983643,1
1754987854.3060145,310,237,0.38100001215934753,0.004319427069276571,-0.014193082228302956,0.38100001215934753,-0.003350730985403061,-0.01076849247328937,-0.0017499923706054688,1
1754987854.337955,309,236,0.38200002908706665,0.003499672980979085,-0.015062063001096249,0.38200002908706665,-0.004170485073700547,-0.011637473246082664,-0.0007499754428863525,1
1754987854.3694623,309,234,0.3812500238418579,0.0034928019158542156,-0.01669267937541008,0.3812500238418579,-0.0041773561388254166,-0.013268089620396495,-0.0014999806880950928,1
1754987854.4072595,309,235,0.38225001096725464,0.003501963336020708,-0.01590419001877308,0.38225001096725464,-0.004168194718658924,-0.012479600263759494,-0.0004999935626983643,1
1754987854.4489362,308,234,0.382750004529953,0.002673821058124304,-0.016758354380726814,0.382750004529953,-0.004996336996555328,-0.01333376462571323,0.0,1
1754987854.4807248,308,234,0.38225001096725464,0.0026703281328082085,-0.016736462712287903,0.38225001096725464,-0.004999829921871424,-0.013311872957274318,-0.0004999935626983643,1
1754987854.5128946,307,235,0.382500022649765,0.0018398957327008247,-0.015914592891931534,0.382500022649765,-0.0058302623219788074,-0.012490003136917949,-0.0002499818801879883,1
1754987854.5445633,306,235,0.3830000162124634,0.0010090339928865433,-0.015935396775603294,0.3830000162124634,-0.006661124061793089,-0.01251080702058971,0.000250011682510376,1
1754987854.576166,304,237,0.382500022649765,-0.000656641204841435,-0.014248961582779884,0.382500022649765,-0.008326799259521067,-0.0108243718277663,-0.0002499818801879883,1
1754987854.610787,302,238,0.382750004529953,-0.002322516171261668,-0.013424912467598915,0.382750004529953,-0.0099926742259413,-0.01000032271258533,0.0,1
1754987854.6447809,298,241,0.382750004529953,-0.005653407424688339,-0.010924831964075565,0.382750004529953,-0.013323565479367971,-0.00750024220906198,0.0,1
1754987854.67744,297,240,0.3855000138282776,-0.006532732397317886,-0.011842673644423485,0.3855000138282776,-0.014202890451997519,-0.0084180838894099,0.002750009298324585,1
1754987854.7105389,293,238,0.3852500319480896,-0.00988114345818758,-0.013512601144611835,0.3852500319480896,-0.017551301512867212,-0.01008801138959825,0.0025000274181365967,1
1754987854.74412,289,239,0.3865000307559967,-0.013276731595396996,-0.012714920565485954,0.3865000307559967,-0.020946889650076628,-0.00929033081047237,0.003750026226043701,1
1754987854.7779055,284,239,0.38750001788139343,-0.01752636767923832,-0.012747817672789097,0.38750001788139343,-0.02519652573391795,-0.009323227917775512,0.00475001335144043,1
